mpicxx -O3 -DUSE_HIP -w src/task1.cu -o build/task1
mpicxx -O3 -DUSE_HIP -w src/task2.cu -o build/task2
Running task1...
Iteration 100, Residual: 1.612945e+06, Error: 2.524606e+03
Iteration 600, Residual: 4.250580e+05, Error: 2.396379e+03
Iteration 700, Residual: 3.830763e+05, Error: 2.369423e+03
Iteration 800, Residual: 3.504951e+05, Error: 2.343828e+03
Iteration 900, Residual: 3.243819e+05, Error: 2.319363e+03
Iteration 1000, Residual: 3.029214e+05, Error: 2.295859e+03
Iteration 1100, Residual: 2.849268e+05, Error: 2.273186e+03
Iteration 1200, Residual: 2.695874e+05, Error: 2.251244e+03
Iteration 1300, Residual: 2.563303e+05, Error: 2.229952e+03
Iteration 1400, Residual: 2.447378e+05, Error: 2.209246e+03
Iteration 1500, Residual: 2.344985e+05, Error: 2.189071e+03
Iteration 1600, Residual: 2.253750e+05, Error: 2.169382e+03
Iteration 1700, Residual: 2.171830e+05, Error: 2.150141e+03
Iteration 1800, Residual: 2.097771e+05, Error: 2.131313e+03
Iteration 1900, Residual: 2.030412e+05, Error: 2.112870e+03
Iteration 2000, Residual: 1.968812e+05, Error: 2.094788e+03
Iteration 2100, Residual: 1.912202e+05, Error: 2.077044e+03
Iteration 2200, Residual: 1.859946e+05, Error: 2.059618e+03
Iteration 2300, Residual: 1.811511e+05, Error: 2.042494e+03
Iteration 2400, Residual: 1.766453e+05, Error: 2.025654e+03
Iteration 2500, Residual: 1.724391e+05, Error: 2.009086e+03
Iteration 2600, Residual: 1.685004e+05, Error: 1.992776e+03
Iteration 2700, Residual: 1.648014e+05, Error: 1.976712e+03
Iteration 2800, Residual: 1.613182e+05, Error: 1.960885e+03
Iteration 2900, Residual: 1.580300e+05, Error: 1.945284e+03
Iteration 3000, Residual: 1.549185e+05, Error: 1.929900e+03
Iteration 3100, Residual: 1.519680e+05, Error: 1.914725e+03
Iteration 3200, Residual: 1.491645e+05, Error: 1.899752e+03
Iteration 3300, Residual: 1.464954e+05, Error: 1.884973e+03
Iteration 3400, Residual: 1.439499e+05, Error: 1.870382e+03
Iteration 3500, Residual: 1.415182e+05, Error: 1.855972e+03
Iteration 3600, Residual: 1.391914e+05, Error: 1.841738e+03
Iteration 3700, Residual: 1.369617e+05, Error: 1.827674e+03
Iteration 3800, Residual: 1.348222e+05, Error: 1.813776e+03
Iteration 3900, Residual: 1.327663e+05, Error: 1.800039e+03
Iteration 4000, Residual: 1.307884e+05, Error: 1.786457e+03
Iteration 4100, Residual: 1.288832e+05, Error: 1.773028e+03
Iteration 4200, Residual: 1.270460e+05, Error: 1.759746e+03
Iteration 4300, Residual: 1.252724e+05, Error: 1.746609e+03
Iteration 4400, Residual: 1.235585e+05, Error: 1.733612e+03
Iteration 4500, Residual: 1.219007e+05, Error: 1.720753e+03
Iteration 4600, Residual: 1.202957e+05, Error: 1.708028e+03
Iteration 4700, Residual: 1.187404e+05, Error: 1.695433e+03
Iteration 4800, Residual: 1.172320e+05, Error: 1.682967e+03
Iteration 4900, Residual: 1.157679e+05, Error: 1.670626e+03
Iteration 5000, Residual: 1.143457e+05, Error: 1.658407e+03
Iteration 5100, Residual: 1.129633e+05, Error: 1.646309e+03
Iteration 5200, Residual: 1.116185e+05, Error: 1.634328e+03
Iteration 5300, Residual: 1.103095e+05, Error: 1.622462e+03
Iteration 5400, Residual: 1.090345e+05, Error: 1.610710e+03
Iteration 5500, Residual: 1.077919e+05, Error: 1.599068e+03
Iteration 5600, Residual: 1.065801e+05, Error: 1.587535e+03
Iteration 5700, Residual: 1.053976e+05, Error: 1.576109e+03
Iteration 5800, Residual: 1.042433e+05, Error: 1.564788e+03
Iteration 5900, Residual: 1.031157e+05, Error: 1.553569e+03
Iteration 6000, Residual: 1.020137e+05, Error: 1.542453e+03
Iteration 6100, Residual: 1.009363e+05, Error: 1.531435e+03
Iteration 6200, Residual: 9.988241e+04, Error: 1.520516e+03
Iteration 6300, Residual: 9.885102e+04, Error: 1.509693e+03
Iteration 6400, Residual: 9.784123e+04, Error: 1.498965e+03
Iteration 6500, Residual: 9.685219e+04, Error: 1.488330e+03
Iteration 6600, Residual: 9.588308e+04, Error: 1.477787e+03
Iteration 6700, Residual: 9.493315e+04, Error: 1.467334e+03
Iteration 6800, Residual: 9.400166e+04, Error: 1.456971e+03
Iteration 6900, Residual: 9.308794e+04, Error: 1.446695e+03
Iteration 7000, Residual: 9.219133e+04, Error: 1.436506e+03
Iteration 7100, Residual: 9.131123e+04, Error: 1.426403e+03
Iteration 7200, Residual: 9.044704e+04, Error: 1.416383e+03
Iteration 7300, Residual: 8.959823e+04, Error: 1.406446e+03
Iteration 7400, Residual: 8.876426e+04, Error: 1.396591e+03
Iteration 7500, Residual: 8.794464e+04, Error: 1.386817e+03
Iteration 7600, Residual: 8.713889e+04, Error: 1.377122e+03
Iteration 7700, Residual: 8.634657e+04, Error: 1.367506e+03
Iteration 7800, Residual: 8.556725e+04, Error: 1.357968e+03
Iteration 7900, Residual: 8.480051e+04, Error: 1.348506e+03
Iteration 8000, Residual: 8.404597e+04, Error: 1.339120e+03
Iteration 8100, Residual: 8.330325e+04, Error: 1.329808e+03
Iteration 8200, Residual: 8.257201e+04, Error: 1.320570e+03
Iteration 8300, Residual: 8.185189e+04, Error: 1.311405e+03
Iteration 8400, Residual: 8.114259e+04, Error: 1.302312e+03
Iteration 8500, Residual: 8.044377e+04, Error: 1.293290e+03
Iteration 8600, Residual: 7.975516e+04, Error: 1.284339e+03
Iteration 8700, Residual: 7.907646e+04, Error: 1.275457e+03
Iteration 8800, Residual: 7.840740e+04, Error: 1.266643e+03
Iteration 8900, Residual: 7.774772e+04, Error: 1.257898e+03
Iteration 9000, Residual: 7.709717e+04, Error: 1.249219e+03
Iteration 9100, Residual: 7.645551e+04, Error: 1.240607e+03
Iteration 9200, Residual: 7.582251e+04, Error: 1.232061e+03
Iteration 9300, Residual: 7.519794e+04, Error: 1.223579e+03
Iteration 9400, Residual: 7.458159e+04, Error: 1.215162e+03
Iteration 9500, Residual: 7.397325e+04, Error: 1.206809e+03
Iteration 9600, Residual: 7.337274e+04, Error: 1.198518e+03
Iteration 9700, Residual: 7.277985e+04, Error: 1.190290e+03
Iteration 9800, Residual: 7.219440e+04, Error: 1.182123e+03
Iteration 9900, Residual: 7.161622e+04, Error: 1.174017e+03
Iteration 10000, Residual: 7.104514e+04, Error: 1.165971e+03
Iteration 10100, Residual: 7.048100e+04, Error: 1.157986e+03
Iteration 10200, Residual: 6.992363e+04, Error: 1.150059e+03
Iteration 10300, Residual: 6.937288e+04, Error: 1.142191e+03
Iteration 10400, Residual: 6.882860e+04, Error: 1.134381e+03
Iteration 10500, Residual: 6.829066e+04, Error: 1.126628e+03
Iteration 10600, Residual: 6.775891e+04, Error: 1.118932e+03
Iteration 10700, Residual: 6.723323e+04, Error: 1.111293e+03
Iteration 10800, Residual: 6.671347e+04, Error: 1.103709e+03
Iteration 10900, Residual: 6.619953e+04, Error: 1.096180e+03
Iteration 11000, Residual: 6.569127e+04, Error: 1.088707e+03
Iteration 11100, Residual: 6.518859e+04, Error: 1.081287e+03
Iteration 11200, Residual: 6.469137e+04, Error: 1.073921e+03
Iteration 11300, Residual: 6.419950e+04, Error: 1.066609e+03
Iteration 11400, Residual: 6.371287e+04, Error: 1.059349e+03
Iteration 11500, Residual: 6.323139e+04, Error: 1.052141e+03
Iteration 11600, Residual: 6.275495e+04, Error: 1.044985e+03
Iteration 11700, Residual: 6.228346e+04, Error: 1.037881e+03
Iteration 11800, Residual: 6.181682e+04, Error: 1.030827e+03
Iteration 11900, Residual: 6.135494e+04, Error: 1.023824e+03
Iteration 12000, Residual: 6.089775e+04, Error: 1.016870e+03
Iteration 12100, Residual: 6.044514e+04, Error: 1.009967e+03
Iteration 12200, Residual: 5.999704e+04, Error: 1.003112e+03
Iteration 12300, Residual: 5.955337e+04, Error: 9.963061e+02
Iteration 12400, Residual: 5.911405e+04, Error: 9.895485e+02
Iteration 12500, Residual: 5.867900e+04, Error: 9.828386e+02
Iteration 12600, Residual: 5.824816e+04, Error: 9.761763e+02
Iteration 12700, Residual: 5.782145e+04, Error: 9.695610e+02
Iteration 12800, Residual: 5.739879e+04, Error: 9.629923e+02
Iteration 12900, Residual: 5.698013e+04, Error: 9.564700e+02
Iteration 13000, Residual: 5.656539e+04, Error: 9.499935e+02
Iteration 13100, Residual: 5.615452e+04, Error: 9.435625e+02
Iteration 13200, Residual: 5.574745e+04, Error: 9.371766e+02
Iteration 13300, Residual: 5.534412e+04, Error: 9.308355e+02
Iteration 13400, Residual: 5.494447e+04, Error: 9.245388e+02
Iteration 13500, Residual: 5.454845e+04, Error: 9.182861e+02
Iteration 13600, Residual: 5.415599e+04, Error: 9.120772e+02
Iteration 13700, Residual: 5.376705e+04, Error: 9.059115e+02
Iteration 13800, Residual: 5.338157e+04, Error: 8.997888e+02
Iteration 13900, Residual: 5.299950e+04, Error: 8.937088e+02
Iteration 14000, Residual: 5.262078e+04, Error: 8.876711e+02
Iteration 14100, Residual: 5.224538e+04, Error: 8.816753e+02
Iteration 14200, Residual: 5.187324e+04, Error: 8.757212e+02
Iteration 14300, Residual: 5.150431e+04, Error: 8.698084e+02
Iteration 14400, Residual: 5.113856e+04, Error: 8.639365e+02
Iteration 14500, Residual: 5.077593e+04, Error: 8.581054e+02
Iteration 14600, Residual: 5.041638e+04, Error: 8.523146e+02
Iteration 14700, Residual: 5.005988e+04, Error: 8.465638e+02
Iteration 14800, Residual: 4.970637e+04, Error: 8.408528e+02
Iteration 14900, Residual: 4.935582e+04, Error: 8.351812e+02
Iteration 15000, Residual: 4.900820e+04, Error: 8.295487e+02
Iteration 15100, Residual: 4.866345e+04, Error: 8.239550e+02
Iteration 15200, Residual: 4.832154e+04, Error: 8.183999e+02
Iteration 15300, Residual: 4.798245e+04, Error: 8.128830e+02
Iteration 15400, Residual: 4.764612e+04, Error: 8.074041e+02
Iteration 15500, Residual: 4.731253e+04, Error: 8.019628e+02
Iteration 15600, Residual: 4.698164e+04, Error: 7.965589e+02
Iteration 15700, Residual: 4.665342e+04, Error: 7.911921e+02
Iteration 15800, Residual: 4.632784e+04, Error: 7.858621e+02
Iteration 15900, Residual: 4.600486e+04, Error: 7.805687e+02
Iteration 16000, Residual: 4.568445e+04, Error: 7.753116e+02
Iteration 16100, Residual: 4.536658e+04, Error: 7.700904e+02
Iteration 16200, Residual: 4.505123e+04, Error: 7.649050e+02
Iteration 16300, Residual: 4.473835e+04, Error: 7.597551e+02
Iteration 16400, Residual: 4.442793e+04, Error: 7.546404e+02
Iteration 16500, Residual: 4.411994e+04, Error: 7.495607e+02
Iteration 16600, Residual: 4.381434e+04, Error: 7.445156e+02
Iteration 16700, Residual: 4.351112e+04, Error: 7.395050e+02
Iteration 16800, Residual: 4.321023e+04, Error: 7.345286e+02
Iteration 16900, Residual: 4.291167e+04, Error: 7.295861e+02
Iteration 17000, Residual: 4.261540e+04, Error: 7.246774e+02
Iteration 17100, Residual: 4.232140e+04, Error: 7.198021e+02
Iteration 17200, Residual: 4.202963e+04, Error: 7.149600e+02
Iteration 17300, Residual: 4.174009e+04, Error: 7.101509e+02
Iteration 17400, Residual: 4.145275e+04, Error: 7.053745e+02
Iteration 17500, Residual: 4.116757e+04, Error: 7.006306e+02
Iteration 17600, Residual: 4.088455e+04, Error: 6.959190e+02
Iteration 17700, Residual: 4.060366e+04, Error: 6.912394e+02
Iteration 17800, Residual: 4.032487e+04, Error: 6.865916e+02
Iteration 17900, Residual: 4.004816e+04, Error: 6.819754e+02
Iteration 18000, Residual: 3.977352e+04, Error: 6.773906e+02
Iteration 18100, Residual: 3.950092e+04, Error: 6.728369e+02
Iteration 18200, Residual: 3.923034e+04, Error: 6.683141e+02
Iteration 18300, Residual: 3.896177e+04, Error: 6.638219e+02
Iteration 18400, Residual: 3.869517e+04, Error: 6.593603e+02
Iteration 18500, Residual: 3.843055e+04, Error: 6.549289e+02
Iteration 18600, Residual: 3.816786e+04, Error: 6.505276e+02
Iteration 18700, Residual: 3.790710e+04, Error: 6.461560e+02
Iteration 18800, Residual: 3.764825e+04, Error: 6.418141e+02
Iteration 18900, Residual: 3.739129e+04, Error: 6.375016e+02
Iteration 19000, Residual: 3.713620e+04, Error: 6.332183e+02
Iteration 19100, Residual: 3.688296e+04, Error: 6.289640e+02
Iteration 19200, Residual: 3.663157e+04, Error: 6.247385e+02
Iteration 19300, Residual: 3.638199e+04, Error: 6.205416e+02
Iteration 19400, Residual: 3.613421e+04, Error: 6.163731e+02
Iteration 19500, Residual: 3.588823e+04, Error: 6.122328e+02
Iteration 19600, Residual: 3.564401e+04, Error: 6.081205e+02
Iteration 19700, Residual: 3.540155e+04, Error: 6.040359e+02
Iteration 19800, Residual: 3.516083e+04, Error: 5.999790e+02
Iteration 19900, Residual: 3.492183e+04, Error: 5.959495e+02
Iteration 20000, Residual: 3.468454e+04, Error: 5.919472e+02
Iteration 20100, Residual: 3.444894e+04, Error: 5.879720e+02
Iteration 20200, Residual: 3.421503e+04, Error: 5.840236e+02
Iteration 20300, Residual: 3.398278e+04, Error: 5.801019e+02
Iteration 20400, Residual: 3.375218e+04, Error: 5.762066e+02
Iteration 20500, Residual: 3.352321e+04, Error: 5.723376e+02
Iteration 20600, Residual: 3.329587e+04, Error: 5.684948e+02
Iteration 20700, Residual: 3.307013e+04, Error: 5.646778e+02
Iteration 20800, Residual: 3.284600e+04, Error: 5.608867e+02
Iteration 20900, Residual: 3.262344e+04, Error: 5.571211e+02
Iteration 21000, Residual: 3.240245e+04, Error: 5.533808e+02
Iteration 21100, Residual: 3.218302e+04, Error: 5.496659e+02
Iteration 21200, Residual: 3.196512e+04, Error: 5.459759e+02
Iteration 21300, Residual: 3.174876e+04, Error: 5.423108e+02
Iteration 21400, Residual: 3.153392e+04, Error: 5.386705e+02
Iteration 21500, Residual: 3.132058e+04, Error: 5.350547e+02
Iteration 21600, Residual: 3.110873e+04, Error: 5.314632e+02
Iteration 21700, Residual: 3.089837e+04, Error: 5.278959e+02
Iteration 21800, Residual: 3.068947e+04, Error: 5.243527e+02
Iteration 21900, Residual: 3.048203e+04, Error: 5.208333e+02
Iteration 22000, Residual: 3.027604e+04, Error: 5.173377e+02
Iteration 22100, Residual: 3.007147e+04, Error: 5.138655e+02
Iteration 22200, Residual: 2.986834e+04, Error: 5.104168e+02
Iteration 22300, Residual: 2.966661e+04, Error: 5.069913e+02
Iteration 22400, Residual: 2.946628e+04, Error: 5.035888e+02
Iteration 22500, Residual: 2.926734e+04, Error: 5.002093e+02
Iteration 22600, Residual: 2.906979e+04, Error: 4.968525e+02
Iteration 22700, Residual: 2.887359e+04, Error: 4.935182e+02
Iteration 22800, Residual: 2.867876e+04, Error: 4.902065e+02
Iteration 22900, Residual: 2.848527e+04, Error: 4.869170e+02
Iteration 23000, Residual: 2.829312e+04, Error: 4.836496e+02
Iteration 23100, Residual: 2.810229e+04, Error: 4.804042e+02
Iteration 23200, Residual: 2.791279e+04, Error: 4.771807e+02
Iteration 23300, Residual: 2.772458e+04, Error: 4.739788e+02
Iteration 23400, Residual: 2.753767e+04, Error: 4.707985e+02
Iteration 23500, Residual: 2.735205e+04, Error: 4.676395e+02
Iteration 23600, Residual: 2.716771e+04, Error: 4.645018e+02
Iteration 23700, Residual: 2.698463e+04, Error: 4.613852e+02
Iteration 23800, Residual: 2.680281e+04, Error: 4.582896e+02
Iteration 23900, Residual: 2.662224e+04, Error: 4.552148e+02
Iteration 24000, Residual: 2.644290e+04, Error: 4.521606e+02
Iteration 24100, Residual: 2.626480e+04, Error: 4.491270e+02
Iteration 24200, Residual: 2.608791e+04, Error: 4.461138e+02
Iteration 24300, Residual: 2.591224e+04, Error: 4.431208e+02
Iteration 24400, Residual: 2.573777e+04, Error: 4.401479e+02
Iteration 24500, Residual: 2.556449e+04, Error: 4.371950e+02
Iteration 24600, Residual: 2.539240e+04, Error: 4.342620e+02
Iteration 24700, Residual: 2.522148e+04, Error: 4.313487e+02
Iteration 24800, Residual: 2.505173e+04, Error: 4.284549e+02
Iteration 24900, Residual: 2.488314e+04, Error: 4.255806e+02
Iteration 25000, Residual: 2.471570e+04, Error: 4.227256e+02
Iteration 25100, Residual: 2.454940e+04, Error: 4.198898e+02
Iteration 25200, Residual: 2.438424e+04, Error: 4.170730e+02
Iteration 25300, Residual: 2.422020e+04, Error: 4.142752e+02
Iteration 25400, Residual: 2.405728e+04, Error: 4.114962e+02
Iteration 25500, Residual: 2.389546e+04, Error: 4.087358e+02
Iteration 25600, Residual: 2.373475e+04, Error: 4.059939e+02
Iteration 25700, Residual: 2.357513e+04, Error: 4.032705e+02
Iteration 25800, Residual: 2.341660e+04, Error: 4.005654e+02
Iteration 25900, Residual: 2.325915e+04, Error: 3.978784e+02
Iteration 26000, Residual: 2.310276e+04, Error: 3.952095e+02
Iteration 26100, Residual: 2.294744e+04, Error: 3.925585e+02
Iteration 26200, Residual: 2.279317e+04, Error: 3.899253e+02
Iteration 26300, Residual: 2.263995e+04, Error: 3.873098e+02
Iteration 26400, Residual: 2.248777e+04, Error: 3.847119e+02
Iteration 26500, Residual: 2.233662e+04, Error: 3.821314e+02
Iteration 26600, Residual: 2.218650e+04, Error: 3.795682e+02
Iteration 26700, Residual: 2.203739e+04, Error: 3.770222e+02
Iteration 26800, Residual: 2.188930e+04, Error: 3.744934e+02
Iteration 26900, Residual: 2.174221e+04, Error: 3.719815e+02
Iteration 27000, Residual: 2.159611e+04, Error: 3.694864e+02
Iteration 27100, Residual: 2.145101e+04, Error: 3.670082e+02
Iteration 27200, Residual: 2.130689e+04, Error: 3.645465e+02
Iteration 27300, Residual: 2.116374e+04, Error: 3.621014e+02
Iteration 27400, Residual: 2.102156e+04, Error: 3.596727e+02
Iteration 27500, Residual: 2.088035e+04, Error: 3.572603e+02
Iteration 27600, Residual: 2.074008e+04, Error: 3.548641e+02
Iteration 27700, Residual: 2.060077e+04, Error: 3.524840e+02
Iteration 27800, Residual: 2.046240e+04, Error: 3.501198e+02
Iteration 27900, Residual: 2.032497e+04, Error: 3.477715e+02
Iteration 28000, Residual: 2.018846e+04, Error: 3.454390e+02
Iteration 28100, Residual: 2.005288e+04, Error: 3.431221e+02
Iteration 28200, Residual: 1.991821e+04, Error: 3.408208e+02
Iteration 28300, Residual: 1.978445e+04, Error: 3.385349e+02
Iteration 28400, Residual: 1.965160e+04, Error: 3.362644e+02
Iteration 28500, Residual: 1.951964e+04, Error: 3.340091e+02
Iteration 28600, Residual: 1.938857e+04, Error: 3.317689e+02
Iteration 28700, Residual: 1.925839e+04, Error: 3.295438e+02
Iteration 28800, Residual: 1.912908e+04, Error: 3.273336e+02
Iteration 28900, Residual: 1.900065e+04, Error: 3.251383e+02
Iteration 29000, Residual: 1.887309e+04, Error: 3.229576e+02
Iteration 29100, Residual: 1.874638e+04, Error: 3.207916e+02
Iteration 29200, Residual: 1.862053e+04, Error: 3.186401e+02
Iteration 29300, Residual: 1.849553e+04, Error: 3.165031e+02
Iteration 29400, Residual: 1.837137e+04, Error: 3.143804e+02
Iteration 29500, Residual: 1.824805e+04, Error: 3.122720e+02
Iteration 29600, Residual: 1.812556e+04, Error: 3.101777e+02
Iteration 29700, Residual: 1.800389e+04, Error: 3.080974e+02
Iteration 29800, Residual: 1.788305e+04, Error: 3.060311e+02
Iteration 29900, Residual: 1.776302e+04, Error: 3.039787e+02
Iteration 30000, Residual: 1.764379e+04, Error: 3.019400e+02
Iteration 30100, Residual: 1.752537e+04, Error: 2.999150e+02
Iteration 30200, Residual: 1.740775e+04, Error: 2.979036e+02
Iteration 30300, Residual: 1.729092e+04, Error: 2.959057e+02
Iteration 30400, Residual: 1.717488e+04, Error: 2.939212e+02
Iteration 30500, Residual: 1.705962e+04, Error: 2.919501e+02
Iteration 30600, Residual: 1.694513e+04, Error: 2.899921e+02
Iteration 30700, Residual: 1.683142e+04, Error: 2.880473e+02
Iteration 30800, Residual: 1.671847e+04, Error: 2.861155e+02
Iteration 30900, Residual: 1.660628e+04, Error: 2.841967e+02
Iteration 31000, Residual: 1.649484e+04, Error: 2.822907e+02
Iteration 31100, Residual: 1.638415e+04, Error: 2.803976e+02
Iteration 31200, Residual: 1.627421e+04, Error: 2.785171e+02
Iteration 31300, Residual: 1.616501e+04, Error: 2.766492e+02
Iteration 31400, Residual: 1.605655e+04, Error: 2.747939e+02
Iteration 31500, Residual: 1.594881e+04, Error: 2.729511e+02
Iteration 31600, Residual: 1.584180e+04, Error: 2.711205e+02
Iteration 31700, Residual: 1.573551e+04, Error: 2.693023e+02
Iteration 31800, Residual: 1.562993e+04, Error: 2.674963e+02
Iteration 31900, Residual: 1.552506e+04, Error: 2.657024e+02
Iteration 32000, Residual: 1.542090e+04, Error: 2.639205e+02
Iteration 32100, Residual: 1.531743e+04, Error: 2.621505e+02
Iteration 32200, Residual: 1.521467e+04, Error: 2.603925e+02
